tier,start,end,duration,comment,subject
Caregiverlinguistic,33.826,34.346,0.519999999999996,"banana
",260
Caregiverlinguistic,36.859,37.619,0.759999999999998,"banana
",260
Caregiverlinguistic,38.590,39.790,1.1999999999999957,"elote
",260
Caregiverlinguistic,44.102,44.549,0.44700000000000273,"agua
",260
Caregiverlinguistic,44.882,45.255,0.37300000000000466,"agua
",260
Caregiverlinguistic,46.142,46.662,0.519999999999996,"pan
",260
Caregiverlinguistic,48.822,49.794,0.9719999999999942,"aguacate
",260
Caregiverlinguistic,54.247,54.888,0.6409999999999982,"aguacate
",260
Caregiverlinguistic,58.782,59.882,1.1000000000000014,"naranja
",260
Caregiverlinguistic,60.286,60.925,0.6389999999999958,"tomate
",260
Caregiverlinguistic,70.167,70.785,0.617999999999995,"banana
",260
Caregiverlinguistic,75.909,76.350,0.4409999999999883,"banana
",260
Caregiverlinguistic,86.913,87.603,0.6899999999999977,"banana
",260
Caregiverlinguistic,97.017,97.617,0.6000000000000085,"banana
",260
Caregiverlinguistic,102.737,103.099,0.362000000000009,"banana
",260
Caregiverlinguistic,116.176,116.848,0.671999999999997,"banana
",260
Caregiverlinguistic,121.380,121.894,0.51400000000001,"banana
",260
Caregiverlinguistic,126.031,126.490,0.458999999999989,"fresa
",260
Caregiverlinguistic,135.434,135.917,0.4830000000000041,"cookie
",260
Caregiverlinguistic,140.638,141.287,0.6490000000000009,"leche
",260
Caregiverlinguistic,141.905,142.891,0.98599999999999,"leche
",260
Childlinguistic,147.235,147.835,0.5999999999999943,"leche
",260
Caregiverlinguistic,148.016,148.654,0.6380000000000052,"leche
",260
Childlinguistic,153.876,154.499,0.6229999999999905,"leche
",260
Caregiverlinguistic,170.234,170.687,0.45300000000000296,"plato
",260
Caregiverlinguistic,176.852,177.357,0.5049999999999955,"cuchara
",260
Caregiverlinguistic,197.317,197.857,0.539999999999992,"cebolla
",260
Caregiverlinguistic,205.791,206.276,0.48500000000001364,"naranja
",260
Caregiverlinguistic,209.969,210.919,0.950000000000017,"agua
",260
Caregiverlinguistic,215.087,215.516,0.42900000000000205,"leche
",260
Caregiverlinguistic,216.172,216.591,0.41900000000001114,"leche
",260
Caregiverlinguistic,219.921,220.283,0.36199999999999477,"leche
",260
Caregiverlinguistic,226.341,226.833,0.4919999999999902,"leche
",260
Caregiverlinguistic,227.911,228.547,0.6359999999999957,"cookie
",260
Caregiverlinguistic,230.548,230.812,0.26400000000001,"leche
",260
Caregiverlinguistic,240.252,240.578,0.3259999999999934,"leche
",260
Caregiverlinguistic,251.966,252.426,0.45999999999997954,"cazuela
",260
Caregiverlinguistic,257.962,258.354,0.3919999999999959,"tapa
",260
Caregiverlinguistic,269.311,270.051,0.7400000000000091,"elotes
",260
Caregiverlinguistic,277.138,277.400,0.26200000000000045,"pan
",260
Caregiverlinguistic,277.988,278.583,0.5950000000000273,"sandwich
",260
Caregiverlinguistic,282.724,283.394,0.6700000000000159,"sandwich
",260
Caregiverlinguistic,288.565,289.195,0.6299999999999955,"sandwich
",260
Caregiverlinguistic,313.549,314.201,0.6520000000000437,"lechuga
",260
Caregiverlinguistic,315.626,316.649,1.0230000000000246,"sandwich de lechuga
",260
Caregiverlinguistic,323.030,323.613,0.5830000000000268,"sandwich
",260
Caregiverlinguistic,325.564,326.154,0.589999999999975,"brocoli
",260
Caregiverlinguistic,336.371,336.901,0.5300000000000296,"tablita
",260
Caregiverlinguistic,337.760,338.110,0.35000000000002274,"tablita
",260
Caregiverlinguistic,338.857,339.371,0.5139999999999532,"brocoli
",260
Caregiverlinguistic,358.297,358.896,0.5989999999999895,"aguacate
",260
Caregiverlinguistic,359.693,360.131,0.4379999999999882,"aguacate
",260
Caregiverlinguistic,368.602,369.131,0.5289999999999964,"cuchillito
",260
