tier,start,end,duration,comment,subject
Caregiverlinguistic,7.739,8.359,0.6200000000000001,"sandwich
",157
Caregiverlinguistic,11.560,12.140,0.5800000000000001,"sandwich
",157
Childlinguistic,13.620,14.560,0.9400000000000013,"tapa
",157
Caregiverlinguistic,20.213,20.560,0.34699999999999775,"taza
",157
Caregiverlinguistic,21.133,21.680,0.5470000000000006,"cafe
",157
Caregiverlinguistic,22.252,22.906,0.6539999999999999,"leche
",157
Childlinguistic,23.380,24.340,0.9600000000000009,"leche
",157
Caregiverlinguistic,24.416,25.096,0.6799999999999997,"leche
",157
Caregiverlinguistic,26.593,27.143,0.5500000000000007,"leche
",157
Caregiverlinguistic,31.326,32.006,0.6799999999999997,"fresa
",157
Caregiverlinguistic,47.526,48.399,0.8729999999999976,"brocoli
",157
Caregiverlinguistic,51.690,52.730,1.0399999999999991,"cebolla
",157
Childlinguistic,52.716,53.736,1.019999999999996,"cebolla
",157
Caregiverlinguistic,53.670,54.810,1.1400000000000006,"cebolla
",157
Caregiverlinguistic,58.260,59.100,0.8400000000000034,"elote
",157
Childlinguistic,58.923,59.923,1.0,"elote
",157
Caregiverlinguistic,59.560,60.720,1.1599999999999966,"elote
",157
Caregiverlinguistic,62.900,64.013,1.1130000000000067,"aguacate
",157
Caregiverlinguistic,66.150,66.896,0.7459999999999951,"aguacate
",157
Caregiverlinguistic,71.423,72.430,1.007000000000005,"vaca
",157
Childlinguistic,72.312,72.992,0.6800000000000068,"vaca
",157
Caregiverlinguistic,72.983,73.515,0.5319999999999965,"vaca
",157
Caregiverlinguistic,74.016,74.423,0.4069999999999965,"vaca
",157
Childlinguistic,78.346,78.959,0.6129999999999995,"vaca
",157
Caregiverlinguistic,79.399,80.359,0.9599999999999937,"vaca
",157
Caregiverlinguistic,86.172,87.159,0.987000000000009,"cazuela
",157
Caregiverlinguistic,89.192,89.718,0.5260000000000105,"cuchara
",157
Caregiverlinguistic,95.339,95.947,0.6080000000000041,"cazuela
",157
Caregiverlinguistic,109.182,109.655,0.472999999999999,"taza
",157
Childlinguistic,110.124,110.751,0.6270000000000095,"taza
",157
Caregiverlinguistic,110.678,111.524,0.8460000000000036,"taza
",157
Caregiverlinguistic,111.707,112.221,0.51400000000001,"cafe
",157
Caregiverlinguistic,113.557,113.984,0.4269999999999925,"leche
",157
Childlinguistic,114.353,115.046,0.693000000000012,"leche
",157
Caregiverlinguistic,115.303,116.023,0.7199999999999989,"leche
",157
Caregiverlinguistic,120.966,121.506,0.5400000000000063,"leche
",157
Caregiverlinguistic,126.580,127.480,0.9000000000000057,"jitomate
",157
Caregiverlinguistic,128.509,129.823,1.3140000000000214,"jitomate
",157
Caregiverlinguistic,130.060,130.660,0.5999999999999943,"cebolla
",157
Caregiverlinguistic,131.560,132.000,0.4399999999999977,"cebolla
",157
Caregiverlinguistic,137.690,138.290,0.5999999999999943,"brocoli
",157
Caregiverlinguistic,142.320,143.280,0.960000000000008,"brocoli
",157
Caregiverlinguistic,161.640,162.099,0.4590000000000032,"cazuela
",157
Caregiverlinguistic,162.855,163.455,0.6000000000000227,"cazuela
",157
Caregiverlinguistic,167.879,168.772,0.8930000000000007,"brocoli
",157
Caregiverlinguistic,169.979,170.919,0.9399999999999977,"fresa
",157
Caregiverlinguistic,176.189,176.929,0.7400000000000091,"fresa
",157
Caregiverlinguistic,181.198,181.484,0.28600000000000136,"cuchara
",157
Caregiverlinguistic,188.116,188.671,0.5549999999999784,"cazuela
",157
Caregiverlinguistic,195.193,195.933,0.7399999999999807,"platito
",157
Caregiverlinguistic,198.296,199.049,0.7530000000000143,"brocoli
",157
Caregiverlinguistic,202.533,203.133,0.6000000000000227,"plato
",157
