tier,start,end,duration,comment,subject
Caregiverlinguistic,19.089,19.839,0.75,"cuchara
",109
Caregiverlinguistic,22.446,23.214,0.768,"banana
",109
Caregiverlinguistic,25.348,25.789,0.441,"banana
",109
Caregiverlinguistic,30.022,30.875,0.853,"banana
",109
Caregiverlinguistic,31.719,32.464,0.745,"banana
",109
Caregiverlinguistic,34.315,35.018,0.703,"banana
",109
Caregiverlinguistic,36.592,37.473,0.881,"fresa
",109
Caregiverlinguistic,38.188,38.797,0.609,"fresa
",109
Caregiverlinguistic,49.379,50.27,0.891,"plato
",109
Caregiverlinguistic,52.924,53.877,0.953,"taza
",109
Caregiverlinguistic,68.638,69.535,0.897,"cuchillo
",109
Caregiverlinguistic,70.536,71.444,0.908,"cuchillo
",109
Caregiverlinguistic,79.073,79.866,0.793,"cuchillo
",109
Caregiverlinguistic,81.521,82.476,0.955,"cookie
",109
Caregiverlinguistic,85.658,86.567,0.909,"brocoli
",109
Caregiverlinguistic,91.966,92.701,0.735,"brocoli
",109
Caregiverlinguistic,98.748,100.041,1.293,"chicahrito
",109
Caregiverlinguistic,108.993,109.621,0.628,"banana
",109
Caregiverlinguistic,113.414,114.241,0.827,"banano
",109
Caregiverlinguistic,121.304,121.824,0.52,"banana
",109
Caregiverlinguistic,126.073,126.543,0.47,"cascara
",109
Caregiverlinguistic,128.15,129.083,0.933,"cascara de banana
",109
Caregiverlinguistic,130.922,132.073,1.151,"bote de leche
",109
Caregiverlinguistic,133.35,134.171,0.821,"lechita 
",109
Caregiverlinguistic,135.897,136.834,0.937,"tazita
",109
Caregiverlinguistic,139.376,139.776,0.4,"te
",109
Caregiverlinguistic,145.377,146.067,0.69,"te
",109
Caregiverlinguistic,147.181,147.739,0.558,"te
",109
Caregiverlinguistic,150.14,150.855,0.715,"huevito
",109
Caregiverlinguistic,152.839,153.558,0.719,"huevito
",109
Caregiverlinguistic,156.473,156.996,0.523,"tomate
",109
Caregiverlinguistic,159.5,160.089,0.589,"tomate
",109
Caregiverlinguistic,164.449,165.225,0.776,"tapadera
",109
Caregiverlinguistic,167.356,167.983,0.627,"chicaharo
",109
Caregiverlinguistic,170.724,171.896,1.172,"chicaharo
",109
Caregiverlinguistic,176.338,177.085,0.747,"aguacate
",109
Caregiverlinguistic,180.634,181.655,1.021,"aguacate
",109
Caregiverlinguistic,183.518,184.932,1.414,"aguacate
",109
Caregiverlinguistic,187.81,188.656,0.846,"cebolla
",109
Caregiverlinguistic,190.679,191.41,0.731,"cebolla
",109
Caregiverlinguistic,192.547,193.668,1.121,"cebolla
",109
Caregiverlinguistic,198.446,199.618,1.172,"cuchillo
",109
Caregiverlinguistic,203.541,204.213,0.672,"cuchillo
",109
Caregiverlinguistic,204.512,205.095,0.583,"aguacate
",109
Caregiverlinguistic,206.422,206.845,0.423,"aguacate
",109
Caregiverlinguistic,211.076,212.197,1.121,"cuchara
",109
Caregiverlinguistic,216.143,217.177,1.034,"tenedor
",109
Caregiverlinguistic,218.356,219.339,0.983,"cuchara
",109
Caregiverlinguistic,221.496,222.29,0.794,"cuchillo
",109
Caregiverlinguistic,225.355,226.022,0.667,"cuchara
",109
Caregiverlinguistic,228.414,229.19,0.776,"tenedor
",109
Caregiverlinguistic,238.496,239.305,0.809,"cuchara
",109
Caregiverlinguistic,242.378,243.222,0.844,"tenedor
",109
Caregiverlinguistic,246.385,247.453,1.068,"cuchillo
",109
Caregiverlinguistic,251.069,251.558,0.489,"cookie
",109
Caregiverlinguistic,256.586,257.035,0.449,"cookie
",109
Caregiverlinguistic,260.993,261.978,0.985,"lechuga
",109
Caregiverlinguistic,267.745,268.545,0.8,"cebolla
",109
Caregiverlinguistic,269.455,269.928,0.473,"cebolla
",109
Caregiverlinguistic,270.208,270.877,0.669,"fresa
",109
Caregiverlinguistic,272.875,273.635,0.76,"sandwhich
",109
Caregiverlinguistic,274.141,274.702,0.561,"sandwhich
",109
Caregiverlinguistic,277.251,277.872,0.621,"sandwhich
",109
Caregiverlinguistic,282.018,282.801,0.783,"elote
",109
Caregiverlinguistic,287.177,287.82,0.643,"elotito
",109
Caregiverlinguistic,288.619,291.912,3.293,"caldito de cebolla
",109
Caregiverlinguistic,293.45,294.393,0.943,"sopa de cebolla
",109
Caregiverlinguistic,294.693,295.313,0.62,"elote
",109
Caregiverlinguistic,302.592,303.337,0.745,"elote
",109
Caregiverlinguistic,304.309,304.933,0.624,"elote
",109
Caregiverlinguistic,308.37,308.895,0.525,"plato
",109
Caregiverlinguistic,312.651,313.382,0.731,"elote
",109
Caregiverlinguistic,315.555,316.279,0.724,"elotito
",109
Caregiverlinguistic,322.113,322.813,0.7,"sarten
",109
Caregiverlinguistic,325.215,325.707,0.492,"leche
",109
Caregiverlinguistic,326.901,327.864,0.963,"lechita
",109
Caregiverlinguistic,330.509,331.19,0.681,"lechita
",109
Caregiverlinguistic,333.661,334.225,0.564,"vaquita
",109
Caregiverlinguistic,333.661,335.161,1.5,"vaquita que da leche
",109
Caregiverlinguistic,336.911,337.677,0.766,"leche
",109
Caregiverlinguistic,338.611,339.335,0.724,"vaquita
",109
Caregiverlinguistic,341.083,342.173,1.09,"galleta
",109
