tier,start,end,duration,comment,relavence,classification,subject,
Caregiver linguistic,71.847,72.417,0.570000000000007,sopita ,0,normal,431,
Caregiver linguistic,73.692,74.227,0.535000000000011,sopita,0,normal,431,
Caregiver linguistic,75.789,76.354,0.564999999999998,cazuela,0,normal,431,
Caregiver linguistic,80.315,80.82,0.504999999999995,tablita,0,normal,431,
Caregiver linguistic,90.445,91.511,1.066,oja de lechuga ,1,normal,431,
Caregiver linguistic,91.91,92.515,0.605000000000004,ensalada ,1,normal,431,
Caregiver linguistic,94.396,94.93,0.534000000000006,ensalada ,1,normal,431,
Caregiver linguistic,101.065,101.568,0.503,tapadera ,1,normal,431,
Caregiver linguistic,101.84,102.27,0.429999999999993,cazuela ,1,normal,431,
Caregiver linguistic,108.594,109.085,0.491,lechuga ,1,normal,431,
Caregiver linguistic,110.019,110.359,0.339999999999989,lechuga ,1,normal,431,
Caregiver linguistic,112.324,113.179,0.855000000000004,sandwhich ,1,normal,431,
Caregiver linguistic,114.362,114.756,0.394000000000006,pan ,1,normal,431,
Caregiver linguistic,118.835,119.6,0.765000000000001,mermelada,0,normal,431,
Caregiver linguistic,120.197,121.673,1.476,mantequilla de cacahuate,0,normal,431,
Caregiver linguistic,123.125,123.375,0.25,plato ,1,normal,431,
Caregiver linguistic,125.985,126.565,0.579999999999998,ejotes ,1,normal,431,
Caregiver linguistic,129.402,129.759,0.356999999999999,ejote,1,normal,431,
Caregiver linguistic,135.27,135.665,0.394999999999982,ejote,1,normal,431,
Caregiver linguistic,145.015,145.54,0.525000000000006,cebolla,0,normal,431,
Caregiver linguistic,148.942,150.115,1.173,naranja,1,normal,431,
Caregiver linguistic,155.922,156.342,0.420000000000016,fresas,0,normal,431,
Caregiver linguistic,158.433,158.938,0.504999999999995,fresas ,1,normal,431,
Caregiver linguistic,160.935,161.35,0.414999999999992,naranja,1,normal,431,
Caregiver linguistic,161.97,162.76,0.789999999999992,fresas ,1,normal,431,
Caregiver linguistic,166.443,167,0.556999999999988,cazuela,0,normal,431,
Caregiver linguistic,179.265,179.984,0.719000000000023,platano,0,normal,431,
Caregiver linguistic,186.62,187.06,0.439999999999998,cuchillo ,1,normal,431,
Caregiver linguistic,187.29,187.82,0.530000000000001,tenedor ,1,normal,431,
Caregiver linguistic,196.19,197.07,0.879999999999995,jitomate ,1,normal,431,
Caregiver linguistic,198.19,198.795,0.60499999999999,jitomate ,1,normal,431,
Caregiver linguistic,200.689,201.31,0.621000000000009,jitomate ,1,normal,431,
Caregiver linguistic,202.469,203.394,0.925000000000011,aguacate ,1,normal,431,
Caregiver linguistic,206.61,207.405,0.794999999999988,ensalada,0,normal,431,
Caregiver linguistic,209.994,210.304,0.310000000000002,fresa,0,normal,431,
Caregiver linguistic,213.935,214.525,0.590000000000003,platitos,0,normal,431,
Caregiver linguistic,215.155,215.505,0.349999999999994,fresa,0,normal,431,
Caregiver linguistic,222.07,222.455,0.385000000000019,fresa,0,normal,431,
Caregiver linguistic,223.727,224.237,0.509999999999991,fresa,0,normal,431,
Caregiver linguistic,226.765,227.22,0.455000000000013,cuchara ,1,normal,431,
Caregiver linguistic,229.197,229.552,0.35499999999999,sopa,0,normal,431,
Caregiver linguistic,231.024,231.374,0.349999999999994,sopa,0,normal,431,
Caregiver linguistic,234.9,235.41,0.509999999999991,jitomate,0,normal,431,
Caregiver linguistic,235.76,236.2,0.439999999999998,cuchara,0,normal,431,
Caregiver linguistic,240.465,241.22,0.754999999999995,galleta ,1,normal,431,
Caregiver linguistic,242.36,242.945,0.58499999999998,una ,1,normal,431,
Caregiver linguistic,243.802,244.177,0.375,dos ,1,normal,431,
Caregiver linguistic,245.24,245.825,0.58499999999998,galleta ,1,normal,431,
Caregiver linguistic,246.882,247.257,0.375,galleta ,1,normal,431,
Caregiver linguistic,255.804,256.454,0.650000000000006,galletas ,1,normal,431,
Caregiver linguistic,259.265,260.04,0.775000000000034,galletas ,1,normal,431,
Caregiver linguistic,262.511,263.725,1.214,galletitas ,1,normal,431,
Caregiver linguistic,264.755,265.25,0.495000000000005,cuchillo ,1,normal,431,
Caregiver linguistic,272.645,273.2,0.555000000000007,brocoli ,1,normal,431,
Caregiver linguistic,280.543,281.207,0.663999999999987,tacita ,1,normal,431,
Caregiver linguistic,299.985,300.622,0.637,ensalada,0,normal,431,
Caregiver linguistic,302.728,303.196,0.468000000000018,ensalada,0,normal,431,
Caregiver linguistic,303.95,304.48,0.53000000000003,lechuga,0,normal,431,
Caregiver linguistic,305.06,305.585,0.524999999999977,lechuga,0,normal,431,
Caregiver linguistic,307.616,308.186,0.569999999999993,jitomate ,1,normal,431,
Caregiver linguistic,308.399,308.845,0.446000000000026,ensalada,0,normal,431,
Caregiver linguistic,309.667,310.143,0.475999999999999,ensalada,0,normal,431,
Caregiver linguistic,311.137,311.577,0.439999999999998,jitomate ,1,normal,431,
Caregiver linguistic,7.399,7.964,0.565,cookie ,1,normal,121,
Caregiver linguistic,9.386,9.972,0.586,galleta ,1,normal,121,
Caregiver linguistic,10.251,10.691,0.440000000000001,galleta ,1,normal,121,
Caregiver linguistic,13.555,14.122,0.567,galleta ,1,normal,121,
Caregiver linguistic,20.026,20.446,0.420000000000002,agua ,0,imaginary,121,
Caregiver linguistic,20.583,21.063,0.48,jugo ,0,imaginary,121,
Caregiver linguistic,22.715,23.21,0.495000000000001,agua ,1,imaginary,121,
Caregiver linguistic,33.712,34.432,0.719999999999999,naranja ,0,imaginary,121,
Caregiver linguistic,35.657,36.51,0.853000000000002,naranja ,0,imaginary,121,
Caregiver linguistic,44.332,45.165,0.832999999999998,sandwhich ,1,normal,121,
Caregiver linguistic,46.38,47,0.619999999999997,sandwhich ,1,normal,121,
Caregiver linguistic,47.416,47.909,0.493000000000002,sandwhich ,1,normal,121,
Caregiver linguistic,56.739,57.378,0.639000000000003,sandwhich ,1,normal,121,
Caregiver linguistic,67.107,68.386,1.279,platano ,1,normal,121,
Caregiver linguistic,69.892,71.259,1.367,platano ,1,normal,121,
Caregiver linguistic,73.793,74.38,0.586999999999989,platano ,1,normal,121,
Caregiver linguistic,75.905,76.498,0.593000000000004,platano ,1,normal,121,
